,State,Year,District,Dem Votes,GOP Votes,D Voteshare,Party,total_votes,net_wasted_votes,total_districts,state_total_dem_votes,state_total_gop_votes,state_total_votes,state_net_wasted_votes,efficiency_gap,dem_state_voteshare,dem_state_seatshare
4541,NY,1968,27,88894,94689,0.484216948,R,183583,85997,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4542,NY,1968,28,86827,91590,0.486652057,R,178417,84446,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4543,NY,1968,29,87896,119039,0.424751734,R,206935,72325,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4544,NY,1968,30,62897,124995,0.334750814,R,187892,31849,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4545,NY,1968,31,61947,88562,0.41158336,R,150509,48640,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4546,NY,1968,32,43254,95793,0.311074673,R,139047,16985,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4547,NY,1968,33,50549,110080,0.314694109,R,160629,20784,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4548,NY,1968,34,96520,82333,0.5396610620000001,D,178853,-75240,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4549,NY,1968,35,112640,47849,0.7018549559999999,D,160489,-15454,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4550,NY,1968,36,46008,138400,0.249490261,R,184408,-187,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4551,NY,1968,37,50930,129697,0.281962276,R,180627,11547,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4552,NY,1968,38,47093,90281,0.3428086829999999,R,137374,25500,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4553,NY,1968,39,120509,92589,0.565509765,D,213098,-78630,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4554,NY,1968,40,56201,106984,0.344400527,R,163185,30810,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4555,NY,1968,41,96703,27920,0.7759643079999999,D,124623,6471,41.0,2976139.0,2810712.0,5786851.0,-191793.0,-0.03,0.51,0.63
4556,NC,1968,1,75796,38660,0.66222828,D,114456,-20093,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4557,NC,1968,2,92542,0,1.0,D,92542,46270,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4558,NC,1968,3,57244,48815,0.539737316,D,106059,-44601,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4559,NC,1968,4,77871,73471,0.514536612,D,151342,-71272,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4560,NC,1968,5,77112,84905,0.475950055,R,162017,73216,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4561,NC,1968,6,76028,65703,0.536424635,D,141731,-60541,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4562,NC,1968,7,77419,0,1.0,D,77419,38709,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4563,NC,1968,8,67281,70480,0.488389312,R,137761,65682,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4564,NC,1968,9,0,94510,0.0,R,94510,-47254,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4565,NC,1968,10,72295,87811,0.451544602,R,160106,64538,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4566,NC,1968,11,91477,71041,0.562873036,D,162518,-60824,11.0,765065.0,635396.0,1400461.0,-16170.0,-0.01,0.55,0.64
4567,OH,1968,1,49830,102219,0.3277233,R,152049,23636,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4568,OH,1968,2,52327,108157,0.326057426,R,160484,24413,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4569,OH,1968,3,32012,114549,0.2184209989999999,R,146561,-9256,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4570,OH,1968,4,0,129435,0.0,R,129435,-64717,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4571,OH,1968,5,45884,113381,0.288098452,R,159265,12136,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4572,OH,1968,6,40964,107289,0.276311441,R,148253,7802,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4573,OH,1968,7,55386,97581,0.362078095,R,152967,34289,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4574,OH,1968,8,40898,101974,0.286256229,R,142872,10361,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4575,OH,1968,9,85280,63290,0.574005519,D,148570,-52296,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4576,OH,1968,10,45686,102890,0.3074924619999999,R,148576,17085,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4577,OH,1968,11,38063,116323,0.246544376,R,154386,-1066,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4578,OH,1968,12,51202,106664,0.324338363,R,157866,23472,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4579,OH,1968,13,59864,97158,0.38124594,R,157022,41218,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4580,OH,1968,14,68889,84561,0.448934506,R,153450,61054,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4581,OH,1968,15,35861,98499,0.266902352,R,134360,4543,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4582,OH,1968,16,68916,101495,0.4044105129999999,R,170411,52627,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4583,OH,1968,17,54127,100148,0.3508475129999999,R,154275,31117,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4584,OH,1968,18,96711,63747,0.602718468,D,160458,-47266,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4585,OH,1968,19,101813,44363,0.696509687,D,146176,-15639,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4586,OH,1968,20,72918,27827,0.723787781,D,100745,-5282,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4587,OH,1968,21,85509,28931,0.747195037,D,114440,-643,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4588,OH,1968,22,102656,84975,0.547116415,D,187631,-76135,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4589,OH,1968,23,98825,106852,0.480486394,R,205677,94812,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4590,OH,1968,24,44400,105350,0.296494157,R,149750,13926,24.0,1428021.0,2207658.0,3635679.0,180191.0,0.05,0.39,0.25
4591,OK,1968,1,63451,92513,0.4068310639999999,R,155964,48921,6.0,444995.0,364866.0,809861.0,-24247.0,-0.03,0.55,0.67
4592,OK,1968,2,77192,63437,0.548905276,D,140629,-56560,6.0,444995.0,364866.0,809861.0,-24247.0,-0.03,0.55,0.67
4593,OK,1968,3,85981,39740,0.683903246,D,125721,-16620,6.0,444995.0,364866.0,809861.0,-24247.0,-0.03,0.55,0.67
4594,OK,1968,4,67352,58253,0.536220692,D,125605,-53704,6.0,444995.0,364866.0,809861.0,-24247.0,-0.03,0.55,0.67
4595,OK,1968,5,86420,30931,0.736423209,D,117351,-3187,6.0,444995.0,364866.0,809861.0,-24247.0,-0.03,0.55,0.67
4596,OK,1968,6,64599,79992,0.446770546,R,144591,56903,6.0,444995.0,364866.0,809861.0,-24247.0,-0.03,0.55,0.67
4597,OR,1968,1,45479,189023,0.193938644,R,234502,-26292,4.0,370036.0,417107.0,787143.0,-29402.0,-0.04,0.47,0.5
4598,OR,1968,2,114232,64478,0.6392031779999999,D,178710,-39602,4.0,370036.0,417107.0,787143.0,-29402.0,-0.04,0.47,0.5
4599,OR,1968,3,137746,59447,0.698533924,D,197193,-20298,4.0,370036.0,417107.0,787143.0,-29402.0,-0.04,0.47,0.5
4600,OR,1968,4,72579,104159,0.410658715,R,176738,56790,4.0,370036.0,417107.0,787143.0,-29402.0,-0.04,0.47,0.5
4601,PA,1968,1,113696,38432,0.747370635,D,152128,-801,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4602,PA,1968,2,102869,44041,0.70021782,D,146910,-14628,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4603,PA,1968,3,75728,47813,0.612978687,D,123541,-33856,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4604,PA,1968,4,131810,88229,0.5990301720000001,D,220039,-66439,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4605,PA,1968,5,108243,48455,0.6907746109999999,D,156698,-18562,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4606,PA,1968,6,94247,87090,0.519733976,D,181337,-83512,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4607,PA,1968,7,79782,105699,0.430135701,R,185481,66824,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4608,PA,1968,8,60324,94254,0.3902495829999999,R,154578,43360,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4609,PA,1968,9,56532,100399,0.3602347529999999,R,156931,34599,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4610,PA,1968,10,61960,125916,0.32979199,R,187876,29983,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4611,PA,1968,11,128794,52475,0.710513105,D,181269,-14316,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4612,PA,1968,12,55838,119522,0.318419252,R,175360,23997,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4613,PA,1968,13,84137,141764,0.372450764,R,225901,55324,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4614,PA,1968,14,96117,39671,0.7078460540000001,D,135788,-11449,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4615,PA,1968,15,106877,70333,0.603109305,D,177210,-52062,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4616,PA,1968,16,39507,98877,0.285488207,R,138384,9823,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4617,PA,1968,17,57093,119003,0.324215201,R,176096,26139,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4618,PA,1968,18,68434,121664,0.359993267,R,190098,41820,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4619,PA,1968,19,65903,93352,0.413820602,R,159255,52179,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4620,PA,1968,20,109236,44037,0.712689123,D,153273,-11438,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4621,PA,1968,21,93033,55099,0.628041206,D,148132,-36133,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4622,PA,1968,22,71297,98576,0.419707664,R,169873,57658,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4623,PA,1968,23,54453,87968,0.382338279,R,142421,37696,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4624,PA,1968,24,106869,66429,0.61667763,D,173298,-46210,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4625,PA,1968,25,105048,59576,0.63810866,D,164624,-36841,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4626,PA,1968,26,95898,50594,0.654629604,D,146492,-27943,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4627,PA,1968,27,62638,130784,0.323841135,R,193422,28566,27.0,2286363.0,2230052.0,4516415.0,53778.0,0.01,0.51,0.52
4628,RI,1968,1,97945,62394,0.610861986,D,160339,-44619,2.0,221989.0,140896.0,362885.0,-100351.0,-0.28,0.61,1.0
4629,RI,1968,2,124044,78502,0.6124238439999999,D,202546,-55732,2.0,221989.0,140896.0,362885.0,-100351.0,-0.28,0.61,1.0
4630,SC,1968,1,95428,0,1.0,D,95428,47713,6.0,416131.0,203902.0,620033.0,13140.0,0.02,0.67,0.83
4631,SC,1968,2,47053,63877,0.424168394,R,110930,38642,6.0,416131.0,203902.0,620033.0,13140.0,0.02,0.67,0.83
4632,SC,1968,3,74104,35463,0.676335028,D,109567,-16143,6.0,416131.0,203902.0,620033.0,13140.0,0.02,0.67,0.83
4633,SC,1968,4,68437,43440,0.611716439,D,111877,-30942,6.0,416131.0,203902.0,620033.0,13140.0,0.02,0.67,0.83
4634,SC,1968,5,72805,21246,0.774101285,D,94051,4533,6.0,416131.0,203902.0,620033.0,13140.0,0.02,0.67,0.83
4635,SC,1968,6,58304,39876,0.593848034,D,98180,-30663,6.0,416131.0,203902.0,620033.0,13140.0,0.02,0.67,0.83
4636,TN,1968,1,17441,100712,0.147613687,R,118153,-24194,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4637,TN,1968,2,17547,97832,0.152081401,R,115379,-22595,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4638,TN,1968,3,57565,76390,0.429733866,R,133955,48153,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4639,TN,1968,4,74041,23553,0.758663442,D,97594,1690,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4640,TN,1968,5,61045,52836,0.536042009,D,113881,-48732,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4641,TN,1968,6,61223,41923,0.593556706,D,103146,-32274,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4642,TN,1968,7,80893,41457,0.661160605,D,122350,-21740,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4643,TN,1968,8,70644,0,1.0,D,70644,35321,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4644,TN,1968,9,45434,73293,0.382676224,R,118727,31505,9.0,485833.0,507996.0,993829.0,-32866.0,-0.03,0.49,0.56
4645,TX,1968,1,87038,0,1.0,D,87038,43518,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4646,TX,1968,2,87565,0,1.0,D,87565,43782,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4647,TX,1968,3,55939,81696,0.40643005,R,137635,43061,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4648,TX,1968,4,95413,0,1.0,D,95413,47706,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4649,TX,1968,5,79317,49821,0.61420341,D,129138,-35074,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4650,TX,1968,6,90889,0,1.0,D,90889,45444,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4651,TX,1968,7,0,110455,0.0,R,110455,-55227,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4652,TX,1968,8,63256,26402,0.7055254409999999,D,89658,-7976,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4653,TX,1968,9,71937,46829,0.605703653,D,118766,-34276,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4654,TX,1968,10,85037,51933,0.62084398,D,136970,-35382,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4655,TX,1968,11,78127,2807,0.965317419,D,80934,34852,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4656,TX,1968,12,86069,0,1.0,D,86069,43034,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4657,TX,1968,13,83839,66477,0.55775167,D,150316,-57797,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4658,TX,1968,14,89868,0,1.0,D,89868,44933,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4659,TX,1968,15,57618,0,1.0,D,57618,28808,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4660,TX,1968,16,62491,22510,0.7351795859999999,D,85001,-2520,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4661,TX,1968,17,90856,0,1.0,D,90856,45427,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4662,TX,1968,18,43568,81715,0.3477566789999999,R,125283,24495,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4663,TX,1968,19,79161,0,1.0,D,79161,39580,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4664,TX,1968,20,64112,14569,0.814834585,D,78681,10202,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4665,TX,1968,21,91784,59082,0.608380947,D,150866,-42732,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4666,TX,1968,22,101498,61278,0.623544011,D,162776,-41169,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4667,TX,1968,23,75026,0,1.0,D,75026,37512,23.0,1720408.0,675574.0,2395982.0,220201.0,0.09,0.72,0.87
4668,UT,1968,1,65265,139456,0.318799732,R,204721,28170,2.0,146213.0,269583.0,415796.0,84529.0,0.2,0.35,0.0
4669,UT,1968,2,80948,130127,0.383503494,R,211075,56359,2.0,146213.0,269583.0,415796.0,84529.0,0.2,0.35,0.0
4670,VA,1968,1,96265,16456,0.854011231,D,112721,23448,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4671,VA,1968,2,43229,51184,0.457871268,R,94413,39252,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4672,VA,1968,3,94118,62082,0.602548015,D,156200,-46065,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4673,VA,1968,4,81723,32548,0.715168328,D,114271,-7961,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4674,VA,1968,5,70681,34608,0.671304695,D,105289,-16572,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4675,VA,1968,6,7221,91549,0.073109244,R,98770,-34942,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4676,VA,1968,7,64717,51349,0.557587924,D,116066,-44666,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4677,VA,1968,8,49731,92121,0.350583707,R,141852,28537,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4678,VA,1968,9,47906,71531,0.401098487,R,119437,36094,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4679,VA,1968,10,65474,97465,0.40183136,R,162939,49479,10.0,621065.0,600893.0,1221958.0,26604.0,0.02,0.51,0.5
4680,WA,1968,1,76456,124513,0.380436784,R,200969,52428,7.0,623630.0,576072.0,1199702.0,-201887.0,-0.17,0.52,0.71
4681,WA,1968,2,102522,79800,0.5623128310000001,D,182322,-68440,7.0,623630.0,576072.0,1199702.0,-201887.0,-0.17,0.52,0.71
4682,WA,1968,3,89777,68387,0.567619686,D,158164,-57693,7.0,623630.0,576072.0,1199702.0,-201887.0,-0.17,0.52,0.71
4683,WA,1968,4,49601,99840,0.331910252,R,149441,24482,7.0,623630.0,576072.0,1199702.0,-201887.0,-0.17,0.52,0.71
4684,WA,1968,5,88446,67304,0.567871589,D,155750,-56734,7.0,623630.0,576072.0,1199702.0,-201887.0,-0.17,0.52,0.71
4685,WA,1968,6,93399,72177,0.564085375,D,165576,-61567,7.0,623630.0,576072.0,1199702.0,-201887.0,-0.17,0.52,0.71
4686,WA,1968,7,123429,64051,0.658358225,D,187480,-34363,7.0,623630.0,576072.0,1199702.0,-201887.0,-0.17,0.52,0.71
4687,WV,1968,1,85436,73176,0.538647769,D,158612,-67047,5.0,434080.0,277925.0,712005.0,-199851.0,-0.28,0.61,1.0
4688,WV,1968,2,91022,56911,0.615292058,D,147933,-39856,5.0,434080.0,277925.0,712005.0,-199851.0,-0.28,0.61,1.0
4689,WV,1968,3,82911,54164,0.6048586539999999,D,137075,-39791,5.0,434080.0,277925.0,712005.0,-199851.0,-0.28,0.61,1.0
4690,WV,1968,4,94507,52636,0.642279959,D,147143,-31701,5.0,434080.0,277925.0,712005.0,-199851.0,-0.28,0.61,1.0
4691,WV,1968,5,80204,41038,0.661519935,D,121242,-21456,5.0,434080.0,277925.0,712005.0,-199851.0,-0.28,0.61,1.0
4692,WI,1968,1,86067,89182,0.491112645,R,175249,84510,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4693,WI,1968,2,107804,72229,0.598801331,D,180033,-54442,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4694,WI,1968,3,54517,95606,0.363148885,R,150123,33973,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4695,WI,1968,4,118203,44558,0.7262366290000001,D,162761,-7736,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4696,WI,1968,5,76607,35536,0.683118875,D,112143,-15001,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4697,WI,1968,6,60059,111934,0.349194444,R,171993,34122,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4698,WI,1968,7,56964,101808,0.358778626,R,158772,34543,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4699,WI,1968,8,52660,111859,0.32008461,R,164519,23061,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4700,WI,1968,9,73891,126392,0.36893296,R,200283,47641,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4701,WI,1968,10,54889,106266,0.340597561,R,161155,29201,10.0,741661.0,895370.0,1637031.0,209872.0,0.13,0.45,0.3
4702,AL,1970,1,27457,63457,0.302010691,R,90914,9458,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4703,AL,1970,2,25966,62316,0.294125643,R,88282,7792,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4704,AL,1970,3,70015,0,1.0,D,70015,35007,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4705,AL,1970,4,77701,13217,0.854627247,D,90918,19024,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4706,AL,1970,5,78368,0,1.0,D,78368,39183,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4707,AL,1970,6,31378,50060,0.385299246,R,81438,22038,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4708,AL,1970,7,87797,0,1.0,D,87797,43898,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4709,AL,1970,8,76413,0,1.0,D,76413,38206,8.0,475095.0,189050.0,664145.0,214606.0,0.32,0.72,0.62
4710,AZ,1970,1,45870,99706,0.315093147,R,145576,18953,3.0,182256.0,218506.0,400762.0,39811.0,0.1,0.45,0.33
4711,AZ,1970,2,86760,37561,0.697870834,D,124321,-12962,3.0,182256.0,218506.0,400762.0,39811.0,0.1,0.45,0.33
4712,AZ,1970,3,49626,81239,0.379215222,R,130865,33820,3.0,182256.0,218506.0,400762.0,39811.0,0.1,0.45,0.33
4713,AR,1970,1,100,0,1.0,D,100,49,4.0,57979.0,115532.0,173511.0,28900.0,0.17,0.33,0.75
4714,AR,1970,2,100,0,1.0,D,100,49,4.0,57979.0,115532.0,173511.0,28900.0,0.17,0.33,0.75
4715,AR,1970,3,57679,115532,0.332998482,R,173211,28753,4.0,57979.0,115532.0,173511.0,28900.0,0.17,0.33,0.75
4716,AR,1970,4,100,0,1.0,D,100,49,4.0,57979.0,115532.0,173511.0,28900.0,0.17,0.33,0.75
4717,CA,1970,1,62688,108358,0.366497901,R,171046,39854,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4718,CA,1970,2,151070,37223,0.802313416,D,188293,19700,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4719,CA,1970,3,117496,69811,0.627291025,D,187307,-45969,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4720,CA,1970,4,103485,48783,0.6796240840000001,D,152268,-21433,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4721,CA,1970,5,76567,31570,0.708055522,D,108137,-9072,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4722,CA,1970,6,84255,96393,0.4664042779999999,R,180648,78187,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4723,CA,1970,7,89784,64691,0.581220262,D,154475,-52145,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4724,CA,1970,8,104311,46872,0.689965142,D,151183,-18153,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4725,CA,1970,9,120041,49556,0.707801435,D,169597,-14314,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4726,CA,1970,10,80530,135864,0.372145254,R,216394,52864,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4727,CA,1970,11,39188,144500,0.213340011,R,183688,-13467,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4728,CA,1970,12,50942,95549,0.347748326,R,146491,28639,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4729,CA,1970,13,87980,127507,0.40828449,R,215487,68217,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4730,CA,1970,14,148655,50750,0.7454928409999999,D,199405,-1798,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4731,CA,1970,15,98442,55546,0.639283581,D,153988,-34099,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4732,CA,1970,16,95118,43843,0.684494211,D,138961,-18206,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4733,CA,1970,17,83739,47778,0.636716166,D,131517,-29798,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4734,CA,1970,18,48415,86071,0.360000297,R,134486,29588,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4735,CA,1970,19,98578,41462,0.703927449,D,140040,-12905,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4736,CA,1970,20,50033,116437,0.300552652,R,166470,16832,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4737,CA,1970,21,75127,4349,0.945279078,D,79476,31039,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
4738,CA,1970,22,95256,63297,0.600783334,D,158553,-47318,38.0,3124147.0,3095405.0,6219552.0,192453.0,0.03,0.5,0.53
